Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,prix_euro,Brand,Model
mahindra xuv500 w6 2wd,kolkata,2014,55000,diesel,manual,first,16.0,2179.0,140.0,7.0,,9350.0,mahindra,xuv500
toyota fortuner 4x2 manual,delhi,2012,115000,diesel,manual,first,13.0,2982.0,168.5,7.0,,14289.0,toyota,fortuner
hyundai grand i10 1.2 kappa magna,kolkata,2017,31184,petrol,manual,first,18.9,1197.0,81.86,5.0,6.4 lakh,5500.0,hyundai,grand
maruti dzire amt zdi plus,pune,2017,41747,diesel,automatic,first,28.4,1248.0,73.75,5.0,11.26 lakh,9900.0,maruti,dzire
maruti swift vdi,kochi,2016,38143,diesel,manual,first,22.9,1248.0,74.0,5.0,,5742.0,maruti,swift
volkswagen polo petrol highline 1.2l,pune,2012,19030,petrol,manual,first,16.47,1198.0,73.9,5.0,,4180.0,volkswagen,polo
toyota etios liva 1.2 vx dual tone,coimbatore,2019,20877,petrol,manual,first,18.16,1197.0,78.9,5.0,7.59 lakh,7996.999999999999,toyota,etios
maruti swift vxi,mumbai,2016,23555,petrol,manual,first,22.0,1197.0,81.8,5.0,7 lakh,5609.999999999999,maruti,swift
mercedes-benz e-class 2009-2013 e250 cdi elegance,bangalore,2013,29000,diesel,automatic,first,14.21,2143.0,203.0,5.0,,31899.999999999996,mercedes-benz,e-class
maruti wagon r vxi,pune,2013,61000,petrol,manual,first,18.9,998.0,67.1,5.0,,3190.0,maruti,wagon
tata nano lx bsiv,kochi,2012,4187,petrol,manual,first,26.0,624.0,35.0,4.0,,1518.0,tata,nano
skoda laura 1.8 tsi ambiente,bangalore,2011,46000,petrol,manual,first,13.4,1798.0,157.8,5.0,,6050.0,skoda,laura
volkswagen polo gt tsi,mumbai,2016,28000,petrol,automatic,first,17.21,1197.0,103.5,5.0,11.26 lakh,7974.999999999999,volkswagen,polo
hyundai verna 1.6 sx,coimbatore,2014,83558,diesel,manual,first,22.32,1582.0,126.32,5.0,,7678.0,hyundai,verna
tata bolt quadrajet xe,hyderabad,2017,40000,diesel,manual,first,22.95,1248.0,74.0,5.0,7.43 lakh,5775.0,tata,bolt
hyundai eon d lite plus,kolkata,2013,36000,petrol,manual,first,21.1,814.0,55.2,5.0,,2145.0,hyundai,eon
audi a4 2.0 tdi 177 bhp premium plus,bangalore,2014,21000,diesel,automatic,first,17.11,1968.0,174.33,5.0,,26950.0,audi,a4
toyota innova 2.5 gx (diesel) 7 seater,kochi,2013,62162,diesel,manual,first,12.99,2494.0,100.0,7.0,,9141.0,toyota,innova
mercedes-benz m-class ml 350 cdi,hyderabad,2012,83000,diesel,automatic,first,11.74,2987.0,254.8,5.0,,39600.0,mercedes-benz,m-class
hyundai xcent 1.1 crdi s,pune,2015,58000,diesel,manual,first,24.4,1120.0,71.0,5.0,,6050.0,hyundai,xcent
honda accord 2.4 at,kochi,2011,62332,petrol,automatic,first,11.7,2354.0,177.6,5.0,,6479.0,honda,accord
volkswagen vento 1.5 tdi highline,kochi,2016,50867,diesel,manual,first,20.34,1498.0,103.2,5.0,,8745.0,volkswagen,vento
hyundai i20 sportz petrol,mumbai,2010,73000,petrol,manual,first,17.0,1197.0,80.0,5.0,,3025.0,hyundai,i20
hyundai elantra crdi sx,jaipur,2012,98008,diesel,manual,first,22.7,1582.0,126.24,5.0,,6875.0,hyundai,elantra
ford figo diesel titanium,hyderabad,2015,36000,diesel,manual,first,20.0,1399.0,68.05,5.0,,5445.0,ford,figo
hyundai i20 1.2 magna executive,kochi,2019,27339,petrol,manual,first,18.6,1197.0,81.83,5.0,,6897.0,hyundai,i20
hyundai verna 1.6 crdi sx,kolkata,2017,25000,diesel,manual,first,23.9,1582.0,126.2,5.0,,9515.0,hyundai,verna
hyundai grand i10 asta,kolkata,2014,37000,petrol,manual,first,18.9,1197.0,82.0,5.0,,3850.0,hyundai,grand
audi q5 2.0 tdi,hyderabad,2015,56000,diesel,automatic,first,14.16,1968.0,174.3,5.0,,38500.0,audi,q5
maruti swift dzire zxi,kolkata,2015,27000,petrol,manual,first,17.5,1298.0,85.8,5.0,,4895.0,maruti,swift
hyundai i20 magna,kolkata,2012,37000,petrol,manual,first,18.5,1197.0,80.0,5.0,,2915.0,hyundai,i20
mahindra kuv 100 mfalcon d75 k4 plus 5str,kolkata,2017,10500,diesel,manual,first,25.32,1198.0,77.0,5.0,,5170.0,mahindra,kuv
hyundai elantra 1.6 sx option at,ahmedabad,2014,49000,diesel,automatic,first,18.23,1582.0,126.2,5.0,22.43 lakh,9790.0,hyundai,elantra
jeep compass 2.0 limited option black,mumbai,2017,7000,diesel,manual,first,17.1,1956.0,170.0,5.0,24.02 lakh,19195.0,jeep,compass
maruti vitara brezza vdi option,coimbatore,2017,71256,diesel,manual,first,24.3,1248.0,88.5,5.0,,10538.0,maruti,vitara
toyota corolla altis 1.8 gl,kochi,2012,83184,petrol,manual,first,14.28,1798.0,138.03,5.0,21.69 lakh,6842.0,toyota,corolla
mahindra xuv500 w8 2wd,kolkata,2013,87284,diesel,manual,first,15.1,2179.0,140.0,7.0,,8580.0,mahindra,xuv500
bmw x1 xdrive 20d xline,mumbai,2016,7000,diesel,automatic,first,20.68,1995.0,190.0,5.0,,30525.0,bmw,x1
hyundai i20 magna 1.4 crdi,pune,2015,29000,diesel,manual,second,22.54,1396.0,88.73,5.0,,7700.0,hyundai,i20
chevrolet cruze ltz,bangalore,2013,64000,diesel,manual,second,17.3,1998.0,163.7,5.0,,7150.0,chevrolet,cruze
hyundai i20 1.2 magna,jaipur,2011,82000,petrol,manual,second,18.5,1197.0,80.0,5.0,,2970.0,hyundai,i20
honda brio s mt,mumbai,2012,70000,petrol,manual,second,19.4,1198.0,86.8,5.0,,2750.0,honda,brio
nissan evalia 2013 xl,hyderabad,2013,166194,diesel,manual,first,19.3,1461.0,84.8,7.0,,4290.0,nissan,evalia
volkswagen polo petrol trendline 1.2l,delhi,2015,58000,petrol,manual,first,16.47,1198.0,73.9,5.0,,4345.0,volkswagen,polo
hyundai i10 sportz 1.2,chennai,2010,77000,petrol,manual,second,20.36,1197.0,78.9,5.0,,2310.0,hyundai,i10
chevrolet cruze ltz at,pune,2009,73204,diesel,automatic,third,18.1,1991.0,147.9,4.0,,3850.0,chevrolet,cruze
hyundai i10 era,hyderabad,2007,70000,petrol,manual,second,19.81,1086.0,68.05,5.0,,2200.0,hyundai,i10
maruti ertiga vdi,delhi,2014,79870,diesel,manual,first,20.77,1248.0,88.76,7.0,,5885.0,maruti,ertiga
honda amaze s i-dtech,delhi,2013,90000,diesel,manual,first,25.8,1498.0,98.6,5.0,,4180.0,honda,amaze
mercedes-benz a class a180 sport,mumbai,2016,17000,petrol,automatic,first,15.5,1595.0,122.0,5.0,34.63 lakh,18975.0,mercedes-benz,a
hyundai grand i10 1.2 kappa magna,kochi,2018,46493,petrol,manual,first,18.9,1197.0,81.86,5.0,6.32 lakh,6083.0,hyundai,grand
hyundai i10 sportz 1.2,pune,2009,68000,petrol,manual,third,20.36,1197.0,78.9,5.0,,2145.0,hyundai,i10
maruti swift ddis zdi plus,hyderabad,2017,2000,diesel,manual,first,28.4,1248.0,74.0,5.0,,9019.999999999998,maruti,swift
honda city 1.3 exi,pune,1999,140000,petrol,manual,first,13.0,1343.0,90.0,5.0,,989.9999999999999,honda,city
toyota innova 2.5 gx (diesel) 7 seater,pune,2013,255000,diesel,manual,third,12.99,2494.0,100.6,7.0,,7150.0,toyota,innova
mini cooper countryman d high,coimbatore,2014,45535,diesel,automatic,first,23.8,1998.0,112.0,5.0,,21351.0,mini,cooper
fiat linea t-jet active,coimbatore,2016,39228,petrol,manual,first,15.7,1368.0,112.4,5.0,,7238.0,fiat,linea
chevrolet aveo 1.4 lt,mumbai,2011,57000,petrol,manual,second,14.49,1399.0,92.7,5.0,,2310.0,chevrolet,aveo
hyundai i10 era 1.1,chennai,2008,85445,petrol,manual,second,19.81,1086.0,68.05,5.0,,2200.0,hyundai,i10
hyundai xcent 1.1 crdi base,delhi,2015,54000,diesel,manual,first,24.4,1120.0,71.0,5.0,,4069.9999999999995,hyundai,xcent
maruti celerio vxi at,mumbai,2014,53000,petrol,automatic,first,23.1,998.0,67.04,5.0,,4180.0,maruti,celerio
hyundai i10 sportz,jaipur,2014,60000,petrol,manual,first,20.36,1197.0,78.9,5.0,,3575.0,hyundai,i10
renault duster 85ps diesel rxl,coimbatore,2015,65668,diesel,manual,first,19.87,1461.0,83.8,5.0,,6083.0,renault,duster
bmw 3 series 320d,ahmedabad,2011,100000,diesel,automatic,second,22.69,1995.0,190.0,5.0,43.31 lakh,11990.0,bmw,3
hyundai grand i10 sportz,kolkata,2018,1800,petrol,manual,first,18.9,1197.0,82.0,5.0,,5609.999999999999,hyundai,grand
hyundai santro dx,hyderabad,2007,96000,petrol,manual,second,0.0,999.0,,5.0,,2420.0,hyundai,santro
chevrolet spark 1.0 ls,pune,2009,44200,petrol,manual,second,18.0,995.0,62.0,5.0,,1760.0,chevrolet,spark
honda city i vtec vx option,ahmedabad,2018,14000,petrol,manual,first,17.4,1497.0,117.3,5.0,,12375.0,honda,city
volkswagen vento diesel highline,chennai,2013,720000,diesel,manual,first,20.54,1598.0,103.6,5.0,,6490.0,volkswagen,vento
toyota fortuner 4x2 4 speed at,delhi,2012,73000,diesel,automatic,first,11.5,2982.0,169.0,7.0,,15839.999999999998,toyota,fortuner
honda city 1.5 s mt,delhi,2011,68000,petrol,manual,first,17.0,1497.0,118.0,5.0,,3959.9999999999995,honda,city
bmw 5 series 2013-2017 520d luxury line,jaipur,2017,19543,diesel,automatic,first,18.12,1995.0,190.0,5.0,,44550.0,bmw,5
audi q5 30 tdi quattro premium plus,bangalore,2014,38000,diesel,automatic,second,14.16,1968.0,174.3,5.0,,42845.0,audi,q5
maruti ritz ldi,delhi,2014,32805,diesel,manual,first,23.2,1248.0,73.94,5.0,,3959.9999999999995,maruti,ritz
volkswagen vento 1.5 tdi highline at,kochi,2016,44782,diesel,automatic,first,21.21,1498.0,103.2,5.0,,7832.0,volkswagen,vento
honda city i dtec sv,kochi,2016,55700,diesel,manual,first,26.0,1498.0,98.6,5.0,,8272.0,honda,city
audi a4 new 2.0 tdi multitronic,delhi,2012,60000,diesel,automatic,second,15.2,1968.0,140.8,5.0,,11385.0,audi,a4
skoda rapid 1.6 mpi elegance,hyderabad,2014,56000,petrol,manual,first,15.0,1598.0,103.52,5.0,,7700.0,skoda,rapid
toyota fortuner 3.0 diesel,delhi,2011,60000,diesel,manual,first,11.5,2982.0,171.0,7.0,,11935.0,toyota,fortuner
chevrolet optra magnum 2.0 lt bs3,mumbai,2010,78563,diesel,manual,first,16.52,1991.0,123.7,5.0,,2585.0,chevrolet,optra
maruti eeco 7 seater standard,mumbai,2014,34669,petrol,manual,first,15.1,1196.0,73.0,7.0,4.71 lakh,3190.0,maruti,eeco
maruti ciaz zxi,delhi,2017,17000,petrol,manual,first,20.73,1373.0,91.1,5.0,,8415.0,maruti,ciaz
maruti ciaz vdi plus shvs,delhi,2016,66000,diesel,manual,first,28.09,1248.0,88.5,5.0,,7040.0,maruti,ciaz
toyota innova 2.5 le 2014 diesel 7 seater,pune,2014,102418,diesel,manual,first,12.99,2494.0,100.6,7.0,,11110.0,toyota,innova
maruti swift dzire vxi,kolkata,2014,48800,petrol,manual,first,19.1,1197.0,85.8,5.0,,4675.0,maruti,swift
toyota innova crysta 2.8 gx at,kochi,2019,10601,diesel,automatic,first,11.36,2755.0,171.5,7.0,20.74 lakh,21614.999999999996,toyota,innova
tata indica v2 elx,pune,2017,8200,diesel,manual,first,25.0,1396.0,69.0,5.0,,4840.0,tata,indica
hyundai i20 magna,jaipur,2012,100000,petrol,manual,first,18.5,1197.0,82.85,5.0,,3575.0,hyundai,i20
ford fiesta 1.4 duratorq zxi,pune,2012,78000,diesel,manual,first,17.8,1399.0,68.0,5.0,,3080.0,ford,fiesta
chevrolet enjoy 1.3 tcdi ls 8,kolkata,2015,50000,diesel,manual,first,18.2,1248.0,73.74,8.0,,4730.0,chevrolet,enjoy
ford fiesta 1.4 duratorq exi,chennai,2006,89327,diesel,manual,third,17.8,1399.0,68.0,5.0,,1705.0,ford,fiesta
honda cr-v 2.4 mt,chennai,2007,98000,petrol,manual,second,10.8,2354.0,152.0,5.0,,5170.0,honda,cr-v
honda jazz 1.2 vx i vtec,kochi,2017,24700,petrol,manual,first,18.7,1199.0,88.7,5.0,,7777.0,honda,jazz
hyundai grand i10 1.2 kappa sportz,delhi,2018,9434,petrol,manual,first,18.9,1197.0,81.86,5.0,6.71 lakh,6325.0,hyundai,grand
maruti ritz vxi,mumbai,2012,29000,petrol,manual,first,18.5,1197.0,85.8,5.0,,3575.0,maruti,ritz
volkswagen ameo 1.5 tdi highline at,coimbatore,2017,22440,diesel,automatic,first,22.0,1498.0,108.495,5.0,,9779.0,volkswagen,ameo
honda city i vtec sv,mumbai,2015,73070,petrol,manual,first,17.4,1497.0,117.3,5.0,,6490.0,honda,city
honda jazz 1.2 s i vtec,kolkata,2016,21771,petrol,manual,first,18.7,1199.0,88.7,5.0,,5445.0,honda,jazz
maruti swift ldi bsiv,delhi,2014,62000,diesel,manual,first,17.8,1248.0,75.0,5.0,,4125.0,maruti,swift
hyundai creta 1.6 crdi at sx plus,kochi,2017,37024,diesel,automatic,first,17.01,1582.0,126.2,5.0,,12067.0,hyundai,creta
audi a7 2011-2015 3.0 tdi quattro,kochi,2014,60336,diesel,automatic,second,14.4,2967.0,241.4,5.0,,27434.0,audi,a7
hyundai eon d lite plus,kolkata,2014,26008,petrol,manual,first,21.1,814.0,55.2,5.0,,2167.0,hyundai,eon
ford figo diesel exi,jaipur,2010,90000,diesel,manual,second,20.0,1399.0,68.0,5.0,,1540.0,ford,figo
volkswagen ameo 1.2 mpi highline,coimbatore,2018,35569,petrol,manual,first,17.0,1198.0,73.75,5.0,8.68 lakh,7996.999999999999,volkswagen,ameo
renault scala diesel rxl,kolkata,2013,40000,diesel,manual,first,21.64,1461.0,84.8,5.0,,4400.0,renault,scala
honda jazz 1.2 v i vtec,kolkata,2015,45000,petrol,manual,first,18.7,1199.0,88.7,5.0,,5225.0,honda,jazz
hyundai i20 1.2 sportz,delhi,2015,42000,petrol,manual,first,17.0,1197.0,80.0,5.0,,5609.999999999999,hyundai,i20
audi a4 3.0 tdi quattro premium,coimbatore,2012,46913,diesel,automatic,first,14.94,2967.0,241.4,5.0,,17721.0,audi,a4
mahindra ssangyong rexton rx7,delhi,2014,62000,diesel,automatic,first,11.18,2696.0,184.0,7.0,,11605.0,mahindra,ssangyong
toyota fortuner 2.8 2wd at,ahmedabad,2017,15000,diesel,automatic,first,12.9,2755.0,174.5,7.0,34.45 lakh,33000.0,toyota,fortuner
skoda octavia classic 1.9 tdi mt,kolkata,2002,69000,diesel,manual,first,18.7,1896.0,66.0,5.0,,1760.0,skoda,octavia
mercedes-benz new c-class 250 cdi classic,hyderabad,2012,41367,diesel,automatic,first,15.8,2148.0,170.0,5.0,,20338.999999999996,mercedes-benz,new
maruti ciaz 1.4 zeta,kochi,2018,15982,petrol,manual,first,20.73,1373.0,91.1,5.0,,10956.0,maruti,ciaz
maruti swift zdi,hyderabad,2013,99595,diesel,manual,second,22.9,1248.0,74.0,5.0,,5225.0,maruti,swift
toyota qualis fs b3,bangalore,2002,63000,diesel,manual,third,13.1,2446.0,75.0,10.0,,4014.9999999999995,toyota,qualis
bmw 5 series 2007-2010 525d sedan,delhi,2012,49000,diesel,automatic,second,16.73,2495.0,218.0,5.0,,17050.0,bmw,5
mitsubishi pajero 2.8 sfx bsiii dual tone,kochi,2013,48272,diesel,manual,first,10.5,2835.0,116.9,6.0,,13002.0,mitsubishi,pajero
toyota corolla h2,delhi,2008,63000,petrol,manual,first,13.4,1794.0,125.0,5.0,,2254.9999999999995,toyota,corolla
maruti wagon r lxi cng,ahmedabad,2016,77000,cng,manual,first,26.6,998.0,58.16,5.0,,3630.0,maruti,wagon
maruti omni e mpi std bs iv,mumbai,2013,11734,petrol,manual,first,16.8,796.0,34.2,8.0,,2475.0,maruti,omni
audi a6 2011-2015 2.0 tdi,kochi,2014,62012,diesel,automatic,first,17.68,1968.0,174.33,5.0,,22132.0,audi,a6
hyundai xcent 1.2 kappa s option cng,chennai,2017,46000,cng,manual,first,25.0,1197.0,81.86,5.0,,5445.0,hyundai,xcent
honda jazz 1.5 s i dtec,coimbatore,2016,45449,diesel,manual,first,27.3,1498.0,98.6,5.0,,8228.0,honda,jazz
mercedes-benz e-class 200 kompressor elegance,mumbai,2004,85000,petrol,automatic,second,10.5,1796.0,157.7,5.0,,6050.0,mercedes-benz,e-class
honda city 1.5 exi,jaipur,2005,88000,petrol,manual,second,13.0,1493.0,100.0,,,1870.0,honda,city
audi a4 2.0 tdi,kochi,2013,45330,diesel,automatic,first,16.55,1968.0,147.51,5.0,,14509.0,audi,a4
maruti swift dzire vxi,mumbai,2012,88000,petrol,manual,first,19.1,1197.0,85.8,5.0,,4235.0,maruti,swift
maruti dzire vdi,delhi,2016,45376,diesel,manual,first,28.4,1248.0,73.75,5.0,8.58 lakh,6325.0,maruti,dzire
mahindra xuv500 w8 4wd,pune,2014,81000,diesel,manual,first,15.1,2179.0,140.0,7.0,,9900.0,mahindra,xuv500
chevrolet beat lt,kochi,2012,83381,petrol,manual,first,18.6,1199.0,79.4,5.0,,2431.0,chevrolet,beat
ford ecosport 1.5 diesel titanium plus,kochi,2017,78526,diesel,manual,first,23.0,1498.0,98.96,5.0,12.67 lakh,8899.0,ford,ecosport
bmw 5 series 2013-2017 530d m sport,coimbatore,2017,27313,diesel,automatic,first,14.69,2993.0,258.0,5.0,,53493.0,bmw,5
audi q5 30 tdi quattro premium plus,coimbatore,2015,42747,diesel,automatic,second,14.16,1968.0,174.3,5.0,,43417.0,audi,q5
bmw x1 sdrive 20d xline,coimbatore,2015,42265,diesel,automatic,second,20.68,1995.0,190.0,5.0,48.18 lakh,24464.0,bmw,x1
hyundai i10 magna at,mumbai,2009,21000,petrol,automatic,first,19.2,1197.0,80.0,5.0,,2860.0,hyundai,i10
hyundai creta 1.6 crdi at sx plus,ahmedabad,2016,55100,diesel,automatic,first,17.01,1582.0,126.2,5.0,,13200.0,hyundai,creta
audi a4 2.0 tdi 177 bhp premium plus,chennai,2014,70000,diesel,automatic,first,17.11,1968.0,174.33,5.0,,19800.0,audi,a4
mercedes-benz s class 2005 2013 s 350 l,mumbai,2007,55000,petrol,automatic,third,10.13,3498.0,364.9,5.0,,10989.0,mercedes-benz,s
hyundai i10 magna,kolkata,2012,58235,petrol,manual,first,20.36,1197.0,78.9,5.0,,2695.0,hyundai,i10
ford ecosport 1.5 diesel titanium,mumbai,2017,26000,diesel,manual,first,23.0,1498.0,98.96,5.0,11.89 lakh,9889.0,ford,ecosport
volkswagen vento diesel highline,kolkata,2011,35000,diesel,manual,first,20.54,1598.0,103.6,5.0,,3465.0,volkswagen,vento
maruti dzire zdi plus,jaipur,2017,24000,diesel,manual,first,28.4,1248.0,73.75,5.0,10.48 lakh,9019.999999999998,maruti,dzire
mahindra scorpio 1.99 s10,ahmedabad,2016,98000,diesel,manual,first,15.4,1997.0,120.0,7.0,,12650.0,mahindra,scorpio
hyundai i20 asta 1.4 crdi,coimbatore,2016,44487,diesel,manual,first,22.54,1396.0,88.73,5.0,,8029.999999999999,hyundai,i20
maruti alto lxi,chennai,2008,65000,petrol,manual,first,19.7,796.0,46.3,5.0,,1749.0,maruti,alto
hyundai i10 magna,delhi,2015,34951,petrol,manual,second,20.36,1197.0,78.9,5.0,,3465.0,hyundai,i10
mahindra scorpio s6 7 seater,kolkata,2015,52373,diesel,manual,second,15.4,2179.0,120.0,7.0,,9350.0,mahindra,scorpio
skoda fabia 1.2l diesel classic,hyderabad,2010,66285,diesel,manual,first,19.5,1199.0,75.0,5.0,,3300.0,skoda,fabia
bmw x5 xdrive 30d,mumbai,2012,66000,diesel,automatic,first,15.3,2993.0,258.0,5.0,,23100.0,bmw,x5
honda jazz 1.5 s i dtec,hyderabad,2016,43000,diesel,manual,first,27.3,1498.0,98.6,5.0,,8525.0,honda,jazz
mercedes-benz e-class 2009-2013 e 220 cdi avantgarde,mumbai,2013,45200,diesel,automatic,first,10.0,2148.0,170.0,5.0,,25300.0,mercedes-benz,e-class
mahindra xuv500 at w10 fwd,mumbai,2016,41000,diesel,automatic,first,16.0,2179.0,140.0,7.0,,15125.0,mahindra,xuv500
honda city i vtec cvt sv,kochi,2017,39430,petrol,automatic,first,18.0,1497.0,117.3,5.0,,9118.999999999998,honda,city
maruti swift vdi,coimbatore,2014,83274,diesel,manual,first,22.9,1248.0,74.0,5.0,,6369.0,maruti,swift
mercedes-benz new c-class 220 cdi at,coimbatore,2017,32324,diesel,automatic,first,14.84,2143.0,170.0,5.0,,33550.0,mercedes-benz,new
honda city 1.5 s mt,mumbai,2011,49999,petrol,manual,first,17.0,1497.0,118.0,5.0,,4180.0,honda,city
tata sumo ex,bangalore,2014,66000,diesel,manual,first,15.3,2956.0,83.8,7.0,,4895.0,tata,sumo
hyundai i20 magna,delhi,2012,54000,petrol,manual,first,18.5,1197.0,82.85,5.0,,3630.0,hyundai,i20
fiat linea 1.3 dynamic,jaipur,2009,80000,diesel,manual,second,20.4,1248.0,91.2,5.0,,1925.0,fiat,linea
honda civic 2006-2010 1.8 v at,bangalore,2011,72000,petrol,automatic,second,12.9,1799.0,130.0,5.0,,6050.0,honda,civic
hyundai creta 1.6 sx plus diesel,pune,2017,44865,diesel,manual,first,19.67,1582.0,126.2,5.0,,14685.0,hyundai,creta
audi a3 35 tdi technology,delhi,2017,22000,diesel,automatic,second,20.38,1968.0,143.0,5.0,,24750.0,audi,a3
hyundai verna vtvt 1.6 sx option,delhi,2013,57478,petrol,manual,second,17.0,1591.0,121.3,5.0,13.59 lakh,5775.0,hyundai,verna
hyundai i20 1.4 crdi magna,hyderabad,2011,75000,diesel,manual,first,21.9,1396.0,90.0,5.0,,4125.0,hyundai,i20
honda mobilio s i dtec,kochi,2015,50624,diesel,manual,first,24.2,1498.0,98.6,7.0,,6952.0,honda,mobilio
hyundai verna 1.6 sx crdi (o) at,bangalore,2018,75000,diesel,automatic,first,22.32,1582.0,126.32,5.0,,8525.0,hyundai,verna
ford fiesta 1.6 zxi duratec,chennai,2006,87000,petrol,manual,second,15.3,1596.0,101.0,5.0,,1507.0,ford,fiesta
hyundai i10 sportz 1.2,mumbai,2010,62000,petrol,manual,first,20.36,1197.0,78.9,5.0,,2310.0,hyundai,i10
maruti vitara brezza zdi,hyderabad,2016,41372,diesel,manual,first,24.3,1248.0,88.5,5.0,11.02 lakh,10230.0,maruti,vitara
toyota innova 2.5 vx (diesel) 7 seater,ahmedabad,2015,70000,diesel,manual,first,12.99,2494.0,100.6,7.0,,13200.0,toyota,innova
mercedes-benz gla class 200 d sport,pune,2017,35000,diesel,automatic,first,17.9,2143.0,136.0,5.0,41.94 lakh,25850.0,mercedes-benz,gla
maruti alto lxi bsiii,hyderabad,2006,71993,petrol,manual,first,19.7,796.0,46.3,5.0,,1979.9999999999998,maruti,alto
mercedes-benz new c-class c 220 cdi elegance at,chennai,2013,62000,diesel,automatic,second,14.84,2143.0,170.0,5.0,,13750.0,mercedes-benz,new
maruti swift ldi,delhi,2015,51000,diesel,manual,first,22.9,1248.0,74.0,5.0,,5214.0,maruti,swift
hyundai grand i10 sportz,kochi,2016,26038,petrol,manual,first,18.9,1197.0,82.0,5.0,,5973.0,hyundai,grand
toyota fortuner 4x4 at,kochi,2018,37713,diesel,automatic,second,12.55,2982.0,168.5,7.0,,34782.0,toyota,fortuner
toyota innova 2.0 gx 8 str,kolkata,2011,78088,petrol,manual,first,12.4,1998.0,132.0,8.0,,6930.0,toyota,innova
ford ecosport 1.5 tdci titanium,kochi,2017,30453,diesel,manual,first,22.77,1498.0,98.59,5.0,,9294.999999999998,ford,ecosport
ford figo 1.2p titanium mt,pune,2016,54000,petrol,manual,first,18.16,1196.0,86.8,5.0,,5500.0,ford,figo
toyota fortuner 3.0 diesel,chennai,2011,190000,diesel,manual,first,11.5,2982.0,171.0,7.0,,14300.0,toyota,fortuner
maruti swift dzire vxi,hyderabad,2012,65097,petrol,manual,first,19.1,1197.0,85.8,5.0,,5170.0,maruti,swift
skoda superb 1.8 tsi mt,pune,2012,282000,petrol,manual,first,13.14,1798.0,160.0,5.0,,3630.0,skoda,superb
maruti wagon r lxi minor,jaipur,2009,111000,petrol,manual,second,18.9,1061.0,67.0,5.0,,1661.0,maruti,wagon
renault duster 110ps diesel rxz,kochi,2013,63295,diesel,manual,first,19.01,1461.0,108.45,5.0,,6699.0,renault,duster
maruti ciaz vxi plus,mumbai,2015,35770,petrol,manual,first,20.73,1373.0,91.1,5.0,,6545.0,maruti,ciaz
hyundai elantra crdi sx,hyderabad,2012,125928,diesel,manual,first,22.7,1582.0,126.24,5.0,,9900.0,hyundai,elantra
skoda rapid 1.5 tdi at elegance,kolkata,2015,45000,diesel,automatic,first,21.66,1498.0,103.52,5.0,,4675.0,skoda,rapid
mercedes-benz new c-class c 220 cdi elegance at,hyderabad,2013,21000,diesel,automatic,first,14.84,2143.0,170.0,5.0,,25850.0,mercedes-benz,new
honda accord 2.4 a/t,mumbai,2011,54774,petrol,automatic,first,11.7,2354.0,177.6,5.0,,6985.0,honda,accord
maruti celerio vxi,chennai,2014,41123,petrol,manual,first,23.1,998.0,67.04,5.0,,3740.0,maruti,celerio
bmw 3 series 320d sport,chennai,2014,48000,diesel,automatic,first,22.69,1995.0,190.0,5.0,,23760.0,bmw,3
volkswagen vento diesel trendline,chennai,2011,173000,diesel,manual,first,20.54,1598.0,103.6,5.0,,4400.0,volkswagen,vento
maruti swift dzire tour ldi,pune,2018,12000,diesel,manual,first,23.4,1248.0,74.0,5.0,,6050.0,maruti,swift
land rover freelander 2 se,mumbai,2012,34000,diesel,automatic,first,12.39,2179.0,147.51,5.0,,21175.0,land rover,freelander
hyundai i20 1.4 crdi magna,hyderabad,2012,71360,diesel,manual,first,21.9,1396.0,90.0,5.0,,4345.0,hyundai,i20
maruti dzire vdi,mumbai,2012,74000,diesel,manual,second,28.4,1248.0,73.75,5.0,8.94 lakh,4675.0,maruti,dzire
jeep compass 2.0 longitude,kochi,2018,28937,diesel,manual,first,17.1,1956.0,170.0,5.0,21.38 lakh,18722.0,jeep,compass
maruti ertiga vdi,hyderabad,2012,82085,diesel,manual,first,20.77,1248.0,88.76,7.0,,7150.0,maruti,ertiga
ford figo petrol zxi,bangalore,2011,68465,petrol,manual,first,15.6,1196.0,70.0,5.0,,3245.0,ford,figo
toyota corolla altis 1.4 dg,coimbatore,2013,63854,diesel,manual,first,21.43,1364.0,86.79,5.0,19.27 lakh,7832.0,toyota,corolla
maruti vitara brezza zdi plus amt dual tone,chennai,2018,3000,diesel,automatic,first,24.3,1248.0,88.5,5.0,12.88 lakh,12375.0,maruti,vitara
honda city 1.5 s mt,delhi,2009,65055,petrol,manual,first,17.0,1497.0,118.0,5.0,,3025.0,honda,city
mahindra scorpio s10 4wd,hyderabad,2015,120000,diesel,manual,first,15.4,2179.0,120.0,7.0,,13200.0,mahindra,scorpio
hyundai xcent 1.2 vtvt sx,mumbai,2014,64241,petrol,manual,first,20.14,1197.0,81.86,5.0,8.27 lakh,4036.9999999999995,hyundai,xcent
mercedes-benz e-class 220 cdi,pune,2001,121000,diesel,manual,first,15.0,2148.0,,5.0,,5500.0,mercedes-benz,e-class
mahindra renault logan 1.4 glx petrol,pune,2008,2200,petrol,manual,first,15.7,1390.0,75.0,5.0,,2529.9999999999995,mahindra,renault
